Record	Plot	Row	Column	Cp	Csp	Entry	Year	Location	Genotype	Trait	Value
8	523	6	2	0	0	8	2019	Preston	BxN-RIL-346-9	V1	1.97	
8	523	6	2	0	0	8	2019	Preston	BxN-RIL-346-9	V2	2.8	
8	523	6	2	0	0	8	2019	Preston	BxN-RIL-346-9	V3	4.15	
8	523	6	2	0	0	8	2019	Preston	BxN-RIL-346-9	W1	2.88	
8	523	6	2	0	0	8	2019	Preston	BxN-RIL-346-9	W2	7.03	
8	523	6	2	0	0	8	2019	Preston	BxN-RIL-346-9	W3	6.31	
705	524	6	3	0	0	705	2019	Preston	Bison1	STD	3.93	
705	524	6	3	0	0	705	2019	Preston	Bison1	V1	1.97	
705	524	6	3	0	0	705	2019	Preston	Bison1	V2	2.19	
705	524	6	3	0	0	705	2019	Preston	Bison1	V3	2.15	
705	524	6	3	0	0	705	2019	Preston	Bison1	W1	2.88	
705	524	6	3	0	0	705	2019	Preston	Bison1	W2	1.89	
705	524	6	3	0	0	705	2019	Preston	Bison1	W3	4.04	
299	525	6	3	0	0	299	2019	Preston	BxN-RIL-359-19	STD	2.93	
299	525	6	3	0	0	299	2019	Preston	BxN-RIL-359-19	V1	2.97	
299	525	6	3	0	0	299	2019	Preston	BxN-RIL-359-19	V2	1.19	
299	525	6	3	0	0	299	2019	Preston	BxN-RIL-359-19	V3	2.15	
299	525	6	3	0	0	299	2019	Preston	BxN-RIL-359-19	W1	1.88	
299	525	6	3	0	0	299	2019	Preston	BxN-RIL-359-19	W2	3.89	
299	525	6	3	0	0	299	2019	Preston	BxN-RIL-359-19	W3	1.04	
51	526	6	3	0	0	51	2019	Preston	BxN-RIL-348-7	STD	1.93	
51	526	6	3	0	0	51	2019	Preston	BxN-RIL-348-7	V1	1.97	
51	526	6	3	0	0	51	2019	Preston	BxN-RIL-348-7	V2	2.19	
51	526	6	3	0	0	51	2019	Preston	BxN-RIL-348-7	V3	1.15	
51	526	6	3	0	0	51	2019	Preston	BxN-RIL-348-7	W1	0.88	
51	526	6	3	0	0	51	2019	Preston	BxN-RIL-348-7	W2	1.89	
51	526	6	3	0	0	51	2019	Preston	BxN-RIL-348-7	W3	1.04	
458	527	6	3	0	0	458	2019	Preston	NxB-RIL-365-21	STD	1.93	
458	527	6	3	0	0	458	2019	Preston	NxB-RIL-365-21	V1	2.97	
458	527	6	3	0	0	458	2019	Preston	NxB-RIL-365-21	V2	2.19	
458	527	6	3	0	0	458	2019	Preston	NxB-RIL-365-21	V3	1.15	
458	527	6	3	0	0	458	2019	Preston	NxB-RIL-365-21	W1	1.88	
458	527	6	3	0	0	458	2019	Preston	NxB-RIL-365-21	W2	3.89	
458	527	6	3	0	0	458	2019	Preston	NxB-RIL-365-21	W3	5.04	
715	528	6	3	1	0	715	2019	Preston	NorLin	STD	2.93	
715	528	6	3	1	0	715	2019	Preston	NorLin	V1	2.97	
715	528	6	3	1	0	715	2019	Preston	NorLin	V2	2.19	
715	528	6	3	1	0	715	2019	Preston	NorLin	V3	2.15	
715	528	6	3	1	0	715	2019	Preston	NorLin	W1	1.88	
715	528	6	3	1	0	715	2019	Preston	NorLin	W2	3.89	
715	528	6	3	1	0	715	2019	Preston	NorLin	W3	2.04	
600	529	6	3	0	0	600	2019	Preston	NxB-RIL-371-22	STD	0.93	
600	529	6	3	0	0	600	2019	Preston	NxB-RIL-371-22	V1	1.97	
600	529	6	3	0	0	600	2019	Preston	NxB-RIL-371-22	V2	1.19	
600	529	6	3	0	0	600	2019	Preston	NxB-RIL-371-22	V3	1.15	
600	529	6	3	0	0	600	2019	Preston	NxB-RIL-371-22	W1	1.88	
600	529	6	3	0	0	600	2019	Preston	NxB-RIL-371-22	W2	3.89	
600	529	6	3	0	0	600	2019	Preston	NxB-RIL-371-22	W3	4.04	
704	530	6	3	0	0	704	2019	Preston	NxB-RIL-375-23	STD	1.93	
704	530	6	3	0	0	704	2019	Preston	NxB-RIL-375-23	V1	1.97	
704	530	6	3	0	0	704	2019	Preston	NxB-RIL-375-23	V2	2.19	
704	530	6	3	0	0	704	2019	Preston	NxB-RIL-375-23	V3	2.15	
704	530	6	3	0	0	704	2019	Preston	NxB-RIL-375-23	W1	0.88	
704	530	6	3	0	0	704	2019	Preston	NxB-RIL-375-23	W2	3.89	
704	530	6	3	0	0	704	2019	Preston	NxB-RIL-375-23	W3	4.04	
655	531	6	3	0	0	655	2019	Preston	NxB-RIL-373-30	STD	2.93	
655	531	6	3	0	0	655	2019	Preston	NxB-RIL-373-30	V1	2.97	
655	531	6	3	0	0	655	2019	Preston	NxB-RIL-373-30	V2	2.19	
655	531	6	3	0	0	655	2019	Preston	NxB-RIL-373-30	V3	2.15	
655	531	6	3	0	0	655	2019	Preston	NxB-RIL-373-30	W1	3.88	
655	531	6	3	0	0	655	2019	Preston	NxB-RIL-373-30	W2	3.89	
655	531	6	3	0	0	655	2019	Preston	NxB-RIL-373-30	W3	4.04	
526	532	6	3	0	0	526	2019	Preston	NxB-RIL-368-21	STD	2.93	
526	532	6	3	0	0	526	2019	Preston	NxB-RIL-368-21	V1	2.97	
526	532	6	3	0	0	526	2019	Preston	NxB-RIL-368-21	V2	3.19	
526	532	6	3	0	0	526	2019	Preston	NxB-RIL-368-21	V3	3.15	
526	532	6	3	0	0	526	2019	Preston	NxB-RIL-368-21	W1	3.88	
526	532	6	3	0	0	526	2019	Preston	NxB-RIL-368-21	W2	4.89	
526	532	6	3	0	0	526	2019	Preston	NxB-RIL-368-21	W3	5.04	
38	533	6	4	0	0	38	2019	Preston	BxN-RIL-347-17	STD	1.93	
38	533	6	4	0	0	38	2019	Preston	BxN-RIL-347-17	V1	1.97	
38	533	6	4	0	0	38	2019	Preston	BxN-RIL-347-17	V2	2.19	
38	533	6	4	0	0	38	2019	Preston	BxN-RIL-347-17	V3	1.15	
38	533	6	4	0	0	38	2019	Preston	BxN-RIL-347-17	W1	1.88	
38	533	6	4	0	0	38	2019	Preston	BxN-RIL-347-17	W2	1.89	
38	533	6	4	0	0	38	2019	Preston	BxN-RIL-347-17	W3	2.31	
592	534	6	4	0	0	592	2019	Preston	NxB-RIL-371-13	STD	2.93	
592	534	6	4	0	0	592	2019	Preston	NxB-RIL-371-13	V1	2.97	
592	534	6	4	0	0	592	2019	Preston	NxB-RIL-371-13	V2	3.19	
592	534	6	4	0	0	592	2019	Preston	NxB-RIL-371-13	V3	1.15	
592	534	6	4	0	0	592	2019	Preston	NxB-RIL-371-13	W1	1.88	
592	534	6	4	0	0	592	2019	Preston	NxB-RIL-371-13	W2	3.89	
592	534	6	4	0	0	592	2019	Preston	NxB-RIL-371-13	W3	2.31	
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	STD	1.93	
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	V1	1.97	
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	V2	2.19	
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	V3	3.15	
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	W1	1.88	
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	W2	4.89	
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	W3	4.31	
602	536	6	4	0	0	602	2019	Preston	NxB-RIL-372-4	STD	1.93	
602	536	6	4	0	0	602	2019	Preston	NxB-RIL-372-4	V1	2.97	
602	536	6	4	0	0	602	2019	Preston	NxB-RIL-372-4	V2	2.19	
602	536	6	4	0	0	602	2019	Preston	NxB-RIL-372-4	V3	2.15	
602	536	6	4	0	0	602	2019	Preston	NxB-RIL-372-4	W1	0.88	
602	536	6	4	0	0	602	2019	Preston	NxB-RIL-372-4	W2	3.89	
602	536	6	4	0	0	602	2019	Preston	NxB-RIL-372-4	W3	2.31	
715	537	6	4	1	0	715	2019	Preston	NorLin	STD	2.93	
715	537	6	4	1	0	715	2019	Preston	NorLin	V1	2.97	
715	537	6	4	1	0	715	2019	Preston	NorLin	V2	2.19	
715	537	6	4	1	0	715	2019	Preston	NorLin	V3	2.15	
715	537	6	4	1	0	715	2019	Preston	NorLin	W1	1.88	
715	537	6	4	1	0	715	2019	Preston	NorLin	W2	3.89	
715	537	6	4	1	0	715	2019	Preston	NorLin	W3	1.31	
554	538	6	4	0	0	554	2019	Preston	NxB-RIL-369-23	STD	1.93	
554	538	6	4	0	0	554	2019	Preston	NxB-RIL-369-23	V1	1.97	
554	538	6	4	0	0	554	2019	Preston	NxB-RIL-369-23	V2	1.19	
554	538	6	4	0	0	554	2019	Preston	NxB-RIL-369-23	V3	1.15	
554	538	6	4	0	0	554	2019	Preston	NxB-RIL-369-23	W1	0.88	
554	538	6	4	0	0	554	2019	Preston	NxB-RIL-369-23	W2	2.89	
554	538	6	4	0	0	554	2019	Preston	NxB-RIL-369-23	W3	1.31	
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	STD	2.93	
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	V1	2.97	
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	V2	2.19	
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	V3	3.15	
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	W1	3.88	
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	W2	3.89	
230	539	6	4	0	0	230	2019	Preston	BxN-RIL-356-21	W3	4.31	
253	540	6	4	0	0	253	2019	Preston	BxN-RIL-357-26	STD	1.93	
253	540	6	4	0	0	253	2019	Preston	BxN-RIL-357-26	V1	1.97	
253	540	6	4	0	0	253	2019	Preston	BxN-RIL-357-26	V2	2.19	
253	540	6	4	0	0	253	2019	Preston	BxN-RIL-357-26	V3	2.15	
253	540	6	4	0	0	253	2019	Preston	BxN-RIL-357-26	W1	2.88	
253	540	6	4	0	0	253	2019	Preston	BxN-RIL-357-26	W2	4.89	
253	540	6	4	0	0	253	2019	Preston	BxN-RIL-357-26	W3	6.31	
133	541	6	4	0	0	133	2019	Preston	BxN-RIL-352-14	STD	2.93	
133	541	6	4	0	0	133	2019	Preston	BxN-RIL-352-14	V1	1.97	
133	541	6	4	0	0	133	2019	Preston	BxN-RIL-352-14	V2	1.19	
133	541	6	4	0	0	133	2019	Preston	BxN-RIL-352-14	V3	1.15	
133	541	6	4	0	0	133	2019	Preston	BxN-RIL-352-14	W1	0.88	
133	541	6	4	0	0	133	2019	Preston	BxN-RIL-352-14	W2	3.89	
133	541	6	4	0	0	133	2019	Preston	BxN-RIL-352-14	W3	4.31	
162	542	6	5	0	0	162	2019	Preston	BxN-RIL-353-17	STD	2.2	
162	542	6	5	0	0	162	2019	Preston	BxN-RIL-353-17	V1	3.09	
162	542	6	5	0	0	162	2019	Preston	BxN-RIL-353-17	V2	2.57	
162	542	6	5	0	0	162	2019	Preston	BxN-RIL-353-17	V3	2.67	
162	542	6	5	0	0	162	2019	Preston	BxN-RIL-353-17	W1	3.88	
162	542	6	5	0	0	162	2019	Preston	BxN-RIL-353-17	W2	2.89	
162	542	6	5	0	0	162	2019	Preston	BxN-RIL-353-17	W3	4.31	
451	543	6	5	0	0	451	2019	Preston	NxB-RIL-365-12	STD	2.2	
451	543	6	5	0	0	451	2019	Preston	NxB-RIL-365-12	V1	1.09	
451	543	6	5	0	0	451	2019	Preston	NxB-RIL-365-12	V2	1.57	
451	543	6	5	0	0	451	2019	Preston	NxB-RIL-365-12	V3	1.67	
451	543	6	5	0	0	451	2019	Preston	NxB-RIL-365-12	W1	0.88	
451	543	6	5	0	0	451	2019	Preston	NxB-RIL-365-12	W2	2.89	
451	543	6	5	0	0	451	2019	Preston	NxB-RIL-365-12	W3	1.31	
418	544	6	5	0	0	418	2019	Preston	NxB-RIL-364-2	STD	3.2	
418	544	6	5	0	0	418	2019	Preston	NxB-RIL-364-2	V1	2.09	
418	544	6	5	0	0	418	2019	Preston	NxB-RIL-364-2	V2	3.57	
418	544	6	5	0	0	418	2019	Preston	NxB-RIL-364-2	V3	2.67	
418	544	6	5	0	0	418	2019	Preston	NxB-RIL-364-2	W1	0.88	
418	544	6	5	0	0	418	2019	Preston	NxB-RIL-364-2	W2	3.89	
418	544	6	5	0	0	418	2019	Preston	NxB-RIL-364-2	W3	2.31	
473	545	6	5	0	0	473	2019	Preston	NxB-RIL-366-9	STD	2.2	
473	545	6	5	0	0	473	2019	Preston	NxB-RIL-366-9	V1	2.09	
473	545	6	5	0	0	473	2019	Preston	NxB-RIL-366-9	V2	3.57	
473	545	6	5	0	0	473	2019	Preston	NxB-RIL-366-9	V3	3.67	
473	545	6	5	0	0	473	2019	Preston	NxB-RIL-366-9	W1	0	
473	545	6	5	0	0	473	2019	Preston	NxB-RIL-366-9	W2	1.89	
473	545	6	5	0	0	473	2019	Preston	NxB-RIL-366-9	W3	2.31	
715	546	6	5	1	0	715	2019	Preston	NorLin	STD	2.2	
715	546	6	5	1	0	715	2019	Preston	NorLin	V1	2.09	
715	546	6	5	1	0	715	2019	Preston	NorLin	V2	1.57	
715	546	6	5	1	0	715	2019	Preston	NorLin	V3	1.67	
715	546	6	5	1	0	715	2019	Preston	NorLin	W1	1.88	
715	546	6	5	1	0	715	2019	Preston	NorLin	W2	3.89	
715	546	6	5	1	0	715	2019	Preston	NorLin	W3	1.31	
193	547	6	5	0	0	193	2019	Preston	BxN-RIL-355-3	STD	3.2	
193	547	6	5	0	0	193	2019	Preston	BxN-RIL-355-3	V1	3.09	
193	547	6	5	0	0	193	2019	Preston	BxN-RIL-355-3	V2	2.57	
193	547	6	5	0	0	193	2019	Preston	BxN-RIL-355-3	V3	3.67	
193	547	6	5	0	0	193	2019	Preston	BxN-RIL-355-3	W1	5.88	
193	547	6	5	0	0	193	2019	Preston	BxN-RIL-355-3	W2	6.89	
193	547	6	5	0	0	193	2019	Preston	BxN-RIL-355-3	W3	6.31	
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	STD	3.2	
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	V1	3.09	
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	V2	2.57	
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	V3	3.67	
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	W1	3.88	
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	W2	3.89	
228	548	6	5	0	0	228	2019	Preston	BxN-RIL-356-19	W3	4.31	
359	549	6	5	0	0	359	2019	Preston	NxB-RIL-361-20	STD	3.2	
359	549	6	5	0	0	359	2019	Preston	NxB-RIL-361-20	V1	2.09	
359	549	6	5	0	0	359	2019	Preston	NxB-RIL-361-20	V2	2.57	
359	549	6	5	0	0	359	2019	Preston	NxB-RIL-361-20	V3	3.67	
359	549	6	5	0	0	359	2019	Preston	NxB-RIL-361-20	W1	4.88	
359	549	6	5	0	0	359	2019	Preston	NxB-RIL-361-20	W2	4.89	
359	549	6	5	0	0	359	2019	Preston	NxB-RIL-361-20	W3	5.31	
395	550	6	5	0	0	395	2019	Preston	NxB-RIL-362-31	STD	3.2	
395	550	6	5	0	0	395	2019	Preston	NxB-RIL-362-31	V1	3.09	
395	550	6	5	0	0	395	2019	Preston	NxB-RIL-362-31	V2	3.57	
395	550	6	5	0	0	395	2019	Preston	NxB-RIL-362-31	V3	2.67	
395	550	6	5	0	0	395	2019	Preston	NxB-RIL-362-31	W1	0.88	
395	550	6	5	0	0	395	2019	Preston	NxB-RIL-362-31	W2	3.89	
395	550	6	5	0	0	395	2019	Preston	NxB-RIL-362-31	W3	1.31	
577	551	6	6	0	0	577	2019	Preston	NxB-RIL-370-23	STD	3.46	
577	551	6	6	0	0	577	2019	Preston	NxB-RIL-370-23	V1	4.09	
577	551	6	6	0	0	577	2019	Preston	NxB-RIL-370-23	V2	3.57	
577	551	6	6	0	0	577	2019	Preston	NxB-RIL-370-23	V3	2.15	
577	551	6	6	0	0	577	2019	Preston	NxB-RIL-370-23	W1	1.04	
577	551	6	6	0	0	577	2019	Preston	NxB-RIL-370-23	W2	4.89	
577	551	6	6	0	0	577	2019	Preston	NxB-RIL-370-23	W3	4.04	
676	552	6	6	0	0	676	2019	Preston	NxB-RIL-374-25	STD	2.46	
676	552	6	6	0	0	676	2019	Preston	NxB-RIL-374-25	V1	3.09	
676	552	6	6	0	0	676	2019	Preston	NxB-RIL-374-25	V2	3.57	
676	552	6	6	0	0	676	2019	Preston	NxB-RIL-374-25	V3	4.15	
676	552	6	6	0	0	676	2019	Preston	NxB-RIL-374-25	W1	0	
676	552	6	6	0	0	676	2019	Preston	NxB-RIL-374-25	W2	3.89	
676	552	6	6	0	0	676	2019	Preston	NxB-RIL-374-25	W3	2.04	
28	553	6	6	0	0	28	2019	Preston	BxN-RIL-347-6	STD	2.46	
28	553	6	6	0	0	28	2019	Preston	BxN-RIL-347-6	V1	2.09	
28	553	6	6	0	0	28	2019	Preston	BxN-RIL-347-6	V2	2.57	
28	553	6	6	0	0	28	2019	Preston	BxN-RIL-347-6	V3	1.15	
28	553	6	6	0	0	28	2019	Preston	BxN-RIL-347-6	W1	0	
28	553	6	6	0	0	28	2019	Preston	BxN-RIL-347-6	W2	0.89	
28	553	6	6	0	0	28	2019	Preston	BxN-RIL-347-6	W3	2.04	
428	554	6	6	0	0	428	2019	Preston	NxB-RIL-364-12	STD	1.46	
428	554	6	6	0	0	428	2019	Preston	NxB-RIL-364-12	V1	2.09	
428	554	6	6	0	0	428	2019	Preston	NxB-RIL-364-12	V2	3.57	
428	554	6	6	0	0	428	2019	Preston	NxB-RIL-364-12	V3	2.15	
428	554	6	6	0	0	428	2019	Preston	NxB-RIL-364-12	W1	2.04	
428	554	6	6	0	0	428	2019	Preston	NxB-RIL-364-12	W2	3.89	
428	554	6	6	0	0	428	2019	Preston	NxB-RIL-364-12	W3	3.04	
715	555	6	6	1	0	715	2019	Preston	NorLin	STD	1.46	
715	555	6	6	1	0	715	2019	Preston	NorLin	V1	2.09	
715	555	6	6	1	0	715	2019	Preston	NorLin	V2	1.57	
715	555	6	6	1	0	715	2019	Preston	NorLin	V3	2.15	
715	555	6	6	1	0	715	2019	Preston	NorLin	W1	0	
715	555	6	6	1	0	715	2019	Preston	NorLin	W2	3.89	
715	555	6	6	1	0	715	2019	Preston	NorLin	W3	2.04	
449	556	6	6	0	0	449	2019	Preston	NxB-RIL-365-10	STD	2.46	
449	556	6	6	0	0	449	2019	Preston	NxB-RIL-365-10	V1	2.09	
449	556	6	6	0	0	449	2019	Preston	NxB-RIL-365-10	V2	1.57	
449	556	6	6	0	0	449	2019	Preston	NxB-RIL-365-10	V3	1.15	
449	556	6	6	0	0	449	2019	Preston	NxB-RIL-365-10	W1	0	
449	556	6	6	0	0	449	2019	Preston	NxB-RIL-365-10	W2	3.89	
449	556	6	6	0	0	449	2019	Preston	NxB-RIL-365-10	W3	4.04	
479	557	6	6	0	0	479	2019	Preston	NxB-RIL-366-16	STD	3.46	
479	557	6	6	0	0	479	2019	Preston	NxB-RIL-366-16	V1	3.09	
479	557	6	6	0	0	479	2019	Preston	NxB-RIL-366-16	V2	2.57	
479	557	6	6	0	0	479	2019	Preston	NxB-RIL-366-16	V3	1.15	
479	557	6	6	0	0	479	2019	Preston	NxB-RIL-366-16	W1	2.04	
479	557	6	6	0	0	479	2019	Preston	NxB-RIL-366-16	W2	3.89	
479	557	6	6	0	0	479	2019	Preston	NxB-RIL-366-16	W3	4.04	
259	558	6	6	0	0	259	2019	Preston	BxN-RIL-358-3	STD	2.46	
259	558	6	6	0	0	259	2019	Preston	BxN-RIL-358-3	V1	2.09	
259	558	6	6	0	0	259	2019	Preston	BxN-RIL-358-3	V2	4.57	
259	558	6	6	0	0	259	2019	Preston	BxN-RIL-358-3	V3	3.15	
259	558	6	6	0	0	259	2019	Preston	BxN-RIL-358-3	W1	3.04	
259	558	6	6	0	0	259	2019	Preston	BxN-RIL-358-3	W2	3.89	
259	558	6	6	0	0	259	2019	Preston	BxN-RIL-358-3	W3	5.04	
590	559	6	6	0	0	590	2019	Preston	NxB-RIL-371-11	STD	2.46	
590	559	6	6	0	0	590	2019	Preston	NxB-RIL-371-11	V1	2.09	
590	559	6	6	0	0	590	2019	Preston	NxB-RIL-371-11	V2	1.57	
590	559	6	6	0	0	590	2019	Preston	NxB-RIL-371-11	V3	1.15	
590	559	6	6	0	0	590	2019	Preston	NxB-RIL-371-11	W1	4.04	
590	559	6	6	0	0	590	2019	Preston	NxB-RIL-371-11	W2	3.89	
590	559	6	6	0	0	590	2019	Preston	NxB-RIL-371-11	W3	4.04	
493	560	6	7	0	0	493	2019	Preston	NxB-RIL-367-7	STD	1.93	
493	560	6	7	0	0	493	2019	Preston	NxB-RIL-367-7	V1	2.09	
493	560	6	7	0	0	493	2019	Preston	NxB-RIL-367-7	V2	2.19	
493	560	6	7	0	0	493	2019	Preston	NxB-RIL-367-7	V3	1.15	
493	560	6	7	0	0	493	2019	Preston	NxB-RIL-367-7	W1	0.33	
493	560	6	7	0	0	493	2019	Preston	NxB-RIL-367-7	W2	3.89	
493	560	6	7	0	0	493	2019	Preston	NxB-RIL-367-7	W3	4.04	
453	561	6	7	0	0	453	2019	Preston	NxB-RIL-365-14	STD	0.93	
453	561	6	7	0	0	453	2019	Preston	NxB-RIL-365-14	V1	1.09	
453	561	6	7	0	0	453	2019	Preston	NxB-RIL-365-14	V2	1.19	
453	561	6	7	0	0	453	2019	Preston	NxB-RIL-365-14	V3	1.15	
453	561	6	7	0	0	453	2019	Preston	NxB-RIL-365-14	W1	3.33	
453	561	6	7	0	0	453	2019	Preston	NxB-RIL-365-14	W2	2.89	
453	561	6	7	0	0	453	2019	Preston	NxB-RIL-365-14	W3	3.04	
150	562	6	7	0	0	150	2019	Preston	BxN-RIL-353-5	STD	1.93	
150	562	6	7	0	0	150	2019	Preston	BxN-RIL-353-5	V1	1.09	
150	562	6	7	0	0	150	2019	Preston	BxN-RIL-353-5	V2	1.19	
150	562	6	7	0	0	150	2019	Preston	BxN-RIL-353-5	V3	1.15	
150	562	6	7	0	0	150	2019	Preston	BxN-RIL-353-5	W1	0	
150	562	6	7	0	0	150	2019	Preston	BxN-RIL-353-5	W2	1.89	
150	562	6	7	0	0	150	2019	Preston	BxN-RIL-353-5	W3	2.04	
201	563	6	7	0	0	201	2019	Preston	BxN-RIL-355-13	STD	1.93	
201	563	6	7	0	0	201	2019	Preston	BxN-RIL-355-13	V1	2.09	
201	563	6	7	0	0	201	2019	Preston	BxN-RIL-355-13	V2	1.19	
201	563	6	7	0	0	201	2019	Preston	BxN-RIL-355-13	V3	2.15	
201	563	6	7	0	0	201	2019	Preston	BxN-RIL-355-13	W1	0.33	
201	563	6	7	0	0	201	2019	Preston	BxN-RIL-355-13	W2	3.89	
201	563	6	7	0	0	201	2019	Preston	BxN-RIL-355-13	W3	1.04	
715	564	6	7	1	0	715	2019	Preston	NorLin	STD	2.93	
715	564	6	7	1	0	715	2019	Preston	NorLin	V1	2.09	
715	564	6	7	1	0	715	2019	Preston	NorLin	V2	2.19	
715	564	6	7	1	0	715	2019	Preston	NorLin	V3	2.15	
715	564	6	7	1	0	715	2019	Preston	NorLin	W1	3.33	
715	564	6	7	1	0	715	2019	Preston	NorLin	W2	3.89	
715	564	6	7	1	0	715	2019	Preston	NorLin	W3	2.04	
542	565	6	7	0	0	542	2019	Preston	NxB-RIL-369-9	STD	1.93	
542	565	6	7	0	0	542	2019	Preston	NxB-RIL-369-9	V1	3.09	
542	565	6	7	0	0	542	2019	Preston	NxB-RIL-369-9	V2	3.19	
542	565	6	7	0	0	542	2019	Preston	NxB-RIL-369-9	V3	3.15	
542	565	6	7	0	0	542	2019	Preston	NxB-RIL-369-9	W1	3.33	
542	565	6	7	0	0	542	2019	Preston	NxB-RIL-369-9	W2	4.89	
542	565	6	7	0	0	542	2019	Preston	NxB-RIL-369-9	W3	3.04	
717	566	6	7	0	2	717	2019	Preston	Novelty	STD	4.93	
717	566	6	7	0	2	717	2019	Preston	Novelty	V1	5.09	
717	566	6	7	0	2	717	2019	Preston	Novelty	V2	3.19	
717	566	6	7	0	2	717	2019	Preston	Novelty	V3	3.15	
717	566	6	7	0	2	717	2019	Preston	Novelty	W1	4.33	
717	566	6	7	0	2	717	2019	Preston	Novelty	W2	3.89	
717	566	6	7	0	2	717	2019	Preston	Novelty	W3	2.04	
716	567	6	7	0	1	716	2019	Preston	Flanders	STD	3.93	
716	567	6	7	0	1	716	2019	Preston	Flanders	V1	4.09	
716	567	6	7	0	1	716	2019	Preston	Flanders	V2	3.19	
716	567	6	7	0	1	716	2019	Preston	Flanders	V3	3.15	
716	567	6	7	0	1	716	2019	Preston	Flanders	W1	0	
716	567	6	7	0	1	716	2019	Preston	Flanders	W2	0.89	
716	567	6	7	0	1	716	2019	Preston	Flanders	W3	3.04	
192	568	6	7	0	0	192	2019	Preston	BxN-RIL-355-2	STD	2.93	
192	568	6	7	0	0	192	2019	Preston	BxN-RIL-355-2	V1	2.09	
192	568	6	7	0	0	192	2019	Preston	BxN-RIL-355-2	V2	2.19	
192	568	6	7	0	0	192	2019	Preston	BxN-RIL-355-2	V3	1.15	
192	568	6	7	0	0	192	2019	Preston	BxN-RIL-355-2	W1	0	
192	568	6	7	0	0	192	2019	Preston	BxN-RIL-355-2	W2	3.89	
192	568	6	7	0	0	192	2019	Preston	BxN-RIL-355-2	W3	2.04	
136	569	6	8	0	0	136	2019	Preston	BxN-RIL-352-17	STD	4.2	
136	569	6	8	0	0	136	2019	Preston	BxN-RIL-352-17	V1	4.09	
136	569	6	8	0	0	136	2019	Preston	BxN-RIL-352-17	V2	3.19	
136	569	6	8	0	0	136	2019	Preston	BxN-RIL-352-17	V3	3.15	
136	569	6	8	0	0	136	2019	Preston	BxN-RIL-352-17	W1	5.02	
136	569	6	8	0	0	136	2019	Preston	BxN-RIL-352-17	W2	3.89	
136	569	6	8	0	0	136	2019	Preston	BxN-RIL-352-17	W3	3.04	
151	570	6	8	0	0	151	2019	Preston	BxN-RIL-353-6	STD	2.2	
151	570	6	8	0	0	151	2019	Preston	BxN-RIL-353-6	V1	1.09	
151	570	6	8	0	0	151	2019	Preston	BxN-RIL-353-6	V2	1.19	
151	570	6	8	0	0	151	2019	Preston	BxN-RIL-353-6	V3	2.15	
151	570	6	8	0	0	151	2019	Preston	BxN-RIL-353-6	W1	1.02	
151	570	6	8	0	0	151	2019	Preston	BxN-RIL-353-6	W2	1.89	
151	570	6	8	0	0	151	2019	Preston	BxN-RIL-353-6	W3	2.04	
697	571	6	8	0	0	697	2019	Preston	NxB-RIL-375-15	STD	2.2	
697	571	6	8	0	0	697	2019	Preston	NxB-RIL-375-15	V1	2.09	
697	571	6	8	0	0	697	2019	Preston	NxB-RIL-375-15	V2	2.19	
697	571	6	8	0	0	697	2019	Preston	NxB-RIL-375-15	V3	2.15	
697	571	6	8	0	0	697	2019	Preston	NxB-RIL-375-15	W1	2.02	
697	571	6	8	0	0	697	2019	Preston	NxB-RIL-375-15	W2	2.89	
697	571	6	8	0	0	697	2019	Preston	NxB-RIL-375-15	W3	3.04	
53	572	6	8	0	0	53	2019	Preston	BxN-RIL-348-9	STD	2.2	
53	572	6	8	0	0	53	2019	Preston	BxN-RIL-348-9	V1	2.09	
53	572	6	8	0	0	53	2019	Preston	BxN-RIL-348-9	V2	2.19	
53	572	6	8	0	0	53	2019	Preston	BxN-RIL-348-9	V3	3.15	
53	572	6	8	0	0	53	2019	Preston	BxN-RIL-348-9	W1	2.02	
53	572	6	8	0	0	53	2019	Preston	BxN-RIL-348-9	W2	3.89	
53	572	6	8	0	0	53	2019	Preston	BxN-RIL-348-9	W3	4.04	
715	573	6	8	1	0	715	2019	Preston	NorLin	STD	2.2	
