"Record","Plot","Row","Column","Cp","Csp","Entry","Year","Location","Genotype","Trait","Value","ID","IDROW","IDCOL","IDX","IDROWCOL","adjmth1","adjmth3","control_genotypes"
715,429,5,1,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_5","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_5_1",2.63333333333333,2.08651828334684,0
715,429,5,1,1,0,715,2019,"Preston","NorLin","V2",1,"2019_Preston_NorLin","2019_Preston_V2_5","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_5_1",1.67777777777778,1.57436633739184,0
715,429,5,1,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_5","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_5_1",2.77777777777778,2.15028039284054,0
715,429,5,1,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_5","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_5_1",0.733333333333333,1.12688440311484,0
715,429,5,1,1,0,715,2019,"Preston","NorLin","W2",1,"2019_Preston_NorLin","2019_Preston_W2_5","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_5_1",2.12222222222222,2.03485283873215,0
715,429,5,1,1,0,715,2019,"Preston","NorLin","W3",0,"2019_Preston_NorLin","2019_Preston_W3_5","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_5_1",0,0,0
715,438,5,2,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_5","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_5_2",3.14444444444444,2.9328763348507,0
715,438,5,2,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_5","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_5_2",3.03333333333333,2.97029969377646,0
715,438,5,2,1,0,715,2019,"Preston","NorLin","V2",4,"2019_Preston_NorLin","2019_Preston_V2_5","2019_Preston_V2_2","2019_Preston_V2","2019_Preston_V2_5_2",3.87777777777778,3.41706103070679,0
715,438,5,2,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_5","2019_Preston_V3_2","2019_Preston_V3","2019_Preston_V3_5_2",3.17777777777778,2.6300790330079,0
715,438,5,2,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_5","2019_Preston_W1_2","2019_Preston_W1","2019_Preston_W1_5_2",1.13333333333333,1.12688440311484,0
715,438,5,2,1,0,715,2019,"Preston","NorLin","W2",2,"2019_Preston_NorLin","2019_Preston_W2_5","2019_Preston_W2_2","2019_Preston_W2","2019_Preston_W2_5_2",2.92222222222222,2.65470281634075,0
715,438,5,2,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_5","2019_Preston_W3_2","2019_Preston_W3","2019_Preston_W3_5_2",2.35555555555556,2.03113612004287,0
715,447,5,3,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_5","2019_Preston_STD_3","2019_Preston_STD","2019_Preston_STD_5_3",2.04444444444444,2.19553415500014,0
715,447,5,3,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_5","2019_Preston_V1_3","2019_Preston_V1","2019_Preston_V1_5_3",2.83333333333333,2.97029969377646,0
715,447,5,3,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_5","2019_Preston_V2_3","2019_Preston_V2","2019_Preston_V2_5_3",3.17777777777778,2.80282946626847,0
715,447,5,3,1,0,715,2019,"Preston","NorLin","V3",3,"2019_Preston_NorLin","2019_Preston_V3_5","2019_Preston_V3_3","2019_Preston_V3","2019_Preston_V3_5_3",2.97777777777778,2.6300790330079,0
715,447,5,3,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_5","2019_Preston_W1_3","2019_Preston_W1","2019_Preston_W1_5_3",1.33333333333333,1.12688440311484,0
715,447,5,3,1,0,715,2019,"Preston","NorLin","W2",2,"2019_Preston_NorLin","2019_Preston_W2_5","2019_Preston_W2_3","2019_Preston_W2","2019_Preston_W2_5_3",2.22222222222222,2.65470281634075,0
715,447,5,3,1,0,715,2019,"Preston","NorLin","W3",4,"2019_Preston_NorLin","2019_Preston_W3_5","2019_Preston_W3_3","2019_Preston_W3","2019_Preston_W3_5_3",3.65555555555556,3.56409431939979,0
715,456,5,4,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_5","2019_Preston_STD_4","2019_Preston_STD","2019_Preston_STD_5_4",2.04444444444444,2.19553415500014,0
715,456,5,4,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_5","2019_Preston_V1_4","2019_Preston_V1","2019_Preston_V1_5_4",2.93333333333333,2.97029969377646,0
715,456,5,4,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_5","2019_Preston_V2_4","2019_Preston_V2","2019_Preston_V2_5_4",2.07777777777778,2.18859790183016,0
715,456,5,4,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_5","2019_Preston_V3_4","2019_Preston_V3","2019_Preston_V3_5_4",2.37777777777778,2.15028039284054,0
715,456,5,4,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_5","2019_Preston_W1_4","2019_Preston_W1","2019_Preston_W1_5_4",1.13333333333333,1.12688440311484,0
715,456,5,4,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_5","2019_Preston_W2_4","2019_Preston_W2","2019_Preston_W2_5_4",4.12222222222222,3.89440277155794,0
715,456,5,4,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_5","2019_Preston_W3_4","2019_Preston_W3","2019_Preston_W3_5_4",1.55555555555556,2.03113612004287,0
715,465,5,5,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_5","2019_Preston_STD_5","2019_Preston_STD","2019_Preston_STD_5_5",1.94444444444444,2.19553415500014,0
715,465,5,5,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_5","2019_Preston_V1_5","2019_Preston_V1","2019_Preston_V1_5_5",2.23333333333333,2.08651828334684,0
715,465,5,5,1,0,715,2019,"Preston","NorLin","V2",1,"2019_Preston_NorLin","2019_Preston_V2_5","2019_Preston_V2_5","2019_Preston_V2","2019_Preston_V2_5_5",1.87777777777778,1.57436633739184,0
715,465,5,5,1,0,715,2019,"Preston","NorLin","V3",1,"2019_Preston_NorLin","2019_Preston_V3_5","2019_Preston_V3_5","2019_Preston_V3","2019_Preston_V3_5_5",1.67777777777778,1.67048175267318,0
715,465,5,5,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_5","2019_Preston_W1_5","2019_Preston_W1","2019_Preston_W1_5_5",1.53333333333333,1.12688440311484,0
715,465,5,5,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_5","2019_Preston_W2_5","2019_Preston_W2","2019_Preston_W2_5_5",4.32222222222222,3.89440277155794,0
715,465,5,5,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_5","2019_Preston_W3_5","2019_Preston_W3","2019_Preston_W3_5_5",2.45555555555556,2.03113612004287,0
715,474,5,6,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_5","2019_Preston_STD_6","2019_Preston_STD","2019_Preston_STD_5_6",3.74444444444444,2.9328763348507,0
715,474,5,6,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_5","2019_Preston_V1_6","2019_Preston_V1","2019_Preston_V1_5_6",3.43333333333333,2.97029969377646,0
715,474,5,6,1,0,715,2019,"Preston","NorLin","V2",1,"2019_Preston_NorLin","2019_Preston_V2_5","2019_Preston_V2_6","2019_Preston_V2","2019_Preston_V2_5_6",2.07777777777778,1.57436633739184,0
715,474,5,6,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_5","2019_Preston_V3_6","2019_Preston_V3","2019_Preston_V3_5_6",2.37777777777778,2.15028039284054,0
715,474,5,6,1,0,715,2019,"Preston","NorLin","W1",2,"2019_Preston_NorLin","2019_Preston_W1_5","2019_Preston_W1_6","2019_Preston_W1","2019_Preston_W1_5_6",2.53333333333333,1.90727678233915,0
715,474,5,6,1,0,715,2019,"Preston","NorLin","W2",5,"2019_Preston_NorLin","2019_Preston_W2_5","2019_Preston_W2_6","2019_Preston_W2","2019_Preston_W2_5_6",5.32222222222222,4.51425274916654,0
715,474,5,6,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_5","2019_Preston_W3_6","2019_Preston_W3","2019_Preston_W3_5_6",2.15555555555556,2.03113612004287,0
715,483,5,7,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_5","2019_Preston_STD_7","2019_Preston_STD","2019_Preston_STD_5_7",2.34444444444444,2.19553415500014,0
715,483,5,7,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_5","2019_Preston_V1_7","2019_Preston_V1","2019_Preston_V1_5_7",3.13333333333333,2.97029969377646,0
715,483,5,7,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_5","2019_Preston_V2_7","2019_Preston_V2","2019_Preston_V2_5_7",2.47777777777778,2.18859790183016,0
715,483,5,7,1,0,715,2019,"Preston","NorLin","V3",1,"2019_Preston_NorLin","2019_Preston_V3_5","2019_Preston_V3_7","2019_Preston_V3","2019_Preston_V3_5_7",1.17777777777778,1.67048175267318,0
715,483,5,7,1,0,715,2019,"Preston","NorLin","W1",2,"2019_Preston_NorLin","2019_Preston_W1_5","2019_Preston_W1_7","2019_Preston_W1","2019_Preston_W1_5_7",2.33333333333333,1.90727678233915,0
715,483,5,7,1,0,715,2019,"Preston","NorLin","W2",5,"2019_Preston_NorLin","2019_Preston_W2_5","2019_Preston_W2_7","2019_Preston_W2","2019_Preston_W2_5_7",5.22222222222222,4.51425274916654,0
715,483,5,7,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_5","2019_Preston_W3_7","2019_Preston_W3","2019_Preston_W3_5_7",1.55555555555556,2.03113612004287,0
715,492,5,8,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_5","2019_Preston_STD_8","2019_Preston_STD","2019_Preston_STD_5_8",3.54444444444444,2.9328763348507,0
715,492,5,8,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_5","2019_Preston_V1_8","2019_Preston_V1","2019_Preston_V1_5_8",2.33333333333333,2.08651828334684,0
715,492,5,8,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_5","2019_Preston_V2_8","2019_Preston_V2","2019_Preston_V2_5_8",2.57777777777778,2.18859790183016,0
715,492,5,8,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_5","2019_Preston_V3_8","2019_Preston_V3","2019_Preston_V3_5_8",2.17777777777778,2.15028039284054,0
715,492,5,8,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_5","2019_Preston_W1_8","2019_Preston_W1","2019_Preston_W1_5_8",1.33333333333333,1.12688440311484,0
715,492,5,8,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_5","2019_Preston_W2_8","2019_Preston_W2","2019_Preston_W2_5_8",4.62222222222222,3.89440277155794,0
715,492,5,8,1,0,715,2019,"Preston","NorLin","W3",3,"2019_Preston_NorLin","2019_Preston_W3_5","2019_Preston_W3_8","2019_Preston_W3","2019_Preston_W3_5_8",3.15555555555556,2.79761521972133,0
715,501,5,9,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_5","2019_Preston_STD_9","2019_Preston_STD","2019_Preston_STD_5_9",2.34444444444444,2.19553415500014,0
715,501,5,9,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_5","2019_Preston_V1_9","2019_Preston_V1","2019_Preston_V1_5_9",2.13333333333333,2.08651828334684,0
715,501,5,9,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_5","2019_Preston_V2_9","2019_Preston_V2","2019_Preston_V2_5_9",2.57777777777778,2.18859790183016,0
715,501,5,9,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_5","2019_Preston_V3_9","2019_Preston_V3","2019_Preston_V3_5_9",1.87777777777778,2.15028039284054,0
715,501,5,9,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_5","2019_Preston_W1_9","2019_Preston_W1","2019_Preston_W1_5_9",2.13333333333333,1.12688440311484,0
715,501,5,9,1,0,715,2019,"Preston","NorLin","W2",2,"2019_Preston_NorLin","2019_Preston_W2_5","2019_Preston_W2_9","2019_Preston_W2","2019_Preston_W2_5_9",2.62222222222222,2.65470281634075,0
715,501,5,9,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_5","2019_Preston_W3_9","2019_Preston_W3","2019_Preston_W3_5_9",1.25555555555556,2.03113612004287,0
715,510,6,1,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_6","2019_Preston_STD_1","2019_Preston_STD","2019_Preston_STD_6_1",3.43333333333333,2.9328763348507,0
715,510,6,1,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_6","2019_Preston_V1_1","2019_Preston_V1","2019_Preston_V1_6_1",2.74444444444444,2.08651828334684,0
715,510,6,1,1,0,715,2019,"Preston","NorLin","V2",1,"2019_Preston_NorLin","2019_Preston_V2_6","2019_Preston_V2_1","2019_Preston_V2","2019_Preston_V2_6_1",1.78888888888889,1.57436633739184,0
715,510,6,1,1,0,715,2019,"Preston","NorLin","V3",1,"2019_Preston_NorLin","2019_Preston_V3_6","2019_Preston_V3_1","2019_Preston_V3","2019_Preston_V3_6_1",2,1.67048175267318,0
715,510,6,1,1,0,715,2019,"Preston","NorLin","W1",1,"2019_Preston_NorLin","2019_Preston_W1_6","2019_Preston_W1_1","2019_Preston_W1","2019_Preston_W1_6_1",0.511111111111111,1.12688440311484,0
715,510,6,1,1,0,715,2019,"Preston","NorLin","W2",2,"2019_Preston_NorLin","2019_Preston_W2_6","2019_Preston_W2_1","2019_Preston_W2","2019_Preston_W2_6_1",3.01111111111111,2.65470281634075,0
715,510,6,1,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_6","2019_Preston_W3_1","2019_Preston_W3","2019_Preston_W3_6_1",3.5,2.03113612004287,0
715,519,6,2,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_6","2019_Preston_STD_2","2019_Preston_STD","2019_Preston_STD_6_2",3.03333333333333,2.9328763348507,0
715,519,6,2,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_6","2019_Preston_V1_2","2019_Preston_V1","2019_Preston_V1_6_2",3.14444444444444,2.97029969377646,0
715,519,6,2,1,0,715,2019,"Preston","NorLin","V2",3,"2019_Preston_NorLin","2019_Preston_V2_6","2019_Preston_V2_2","2019_Preston_V2","2019_Preston_V2_6_2",2.98888888888889,2.80282946626847,0
715,519,6,2,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_6","2019_Preston_V3_2","2019_Preston_V3","2019_Preston_V3_6_2",2.4,2.15028039284054,0
715,519,6,2,1,0,715,2019,"Preston","NorLin","W1",2,"2019_Preston_NorLin","2019_Preston_W1_6","2019_Preston_W1_2","2019_Preston_W1","2019_Preston_W1_6_2",1.91111111111111,1.90727678233915,0
715,519,6,2,1,0,715,2019,"Preston","NorLin","W2",1,"2019_Preston_NorLin","2019_Preston_W2_6","2019_Preston_W2_2","2019_Preston_W2","2019_Preston_W2_6_2",1.81111111111111,2.03485283873215,0
715,519,6,2,1,0,715,2019,"Preston","NorLin","W3",1,"2019_Preston_NorLin","2019_Preston_W3_6","2019_Preston_W3_2","2019_Preston_W3","2019_Preston_W3_6_2",1.8,1.26465702036442,0
715,528,6,3,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_6","2019_Preston_STD_3","2019_Preston_STD","2019_Preston_STD_6_3",2.93333333333333,2.9328763348507,0
715,528,6,3,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_6","2019_Preston_V1_3","2019_Preston_V1","2019_Preston_V1_6_3",2.94444444444444,2.97029969377646,0
715,528,6,3,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_6","2019_Preston_V2_3","2019_Preston_V2","2019_Preston_V2_6_3",2.28888888888889,2.18859790183016,0
715,528,6,3,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_6","2019_Preston_V3_3","2019_Preston_V3","2019_Preston_V3_6_3",2.2,2.15028039284054,0
715,528,6,3,1,0,715,2019,"Preston","NorLin","W1",2,"2019_Preston_NorLin","2019_Preston_W1_6","2019_Preston_W1_3","2019_Preston_W1","2019_Preston_W1_6_3",2.11111111111111,1.90727678233915,0
715,528,6,3,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_6","2019_Preston_W2_3","2019_Preston_W2","2019_Preston_W2_6_3",4.11111111111111,3.89440277155794,0
715,528,6,3,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_6","2019_Preston_W3_3","2019_Preston_W3","2019_Preston_W3_6_3",2.1,2.03113612004287,0
715,537,6,4,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_6","2019_Preston_STD_4","2019_Preston_STD","2019_Preston_STD_6_4",2.93333333333333,2.9328763348507,0
715,537,6,4,1,0,715,2019,"Preston","NorLin","V1",3,"2019_Preston_NorLin","2019_Preston_V1_6","2019_Preston_V1_4","2019_Preston_V1","2019_Preston_V1_6_4",3.04444444444444,2.97029969377646,0
715,537,6,4,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_6","2019_Preston_V2_4","2019_Preston_V2","2019_Preston_V2_6_4",2.18888888888889,2.18859790183016,0
715,537,6,4,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_6","2019_Preston_V3_4","2019_Preston_V3","2019_Preston_V3_6_4",2.6,2.15028039284054,0
715,537,6,4,1,0,715,2019,"Preston","NorLin","W1",2,"2019_Preston_NorLin","2019_Preston_W1_6","2019_Preston_W1_4","2019_Preston_W1","2019_Preston_W1_6_4",1.91111111111111,1.90727678233915,0
715,537,6,4,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_6","2019_Preston_W2_4","2019_Preston_W2","2019_Preston_W2_6_4",4.01111111111111,3.89440277155794,0
715,537,6,4,1,0,715,2019,"Preston","NorLin","W3",1,"2019_Preston_NorLin","2019_Preston_W3_6","2019_Preston_W3_4","2019_Preston_W3","2019_Preston_W3_6_4",1,1.26465702036442,0
715,546,6,5,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_6","2019_Preston_STD_5","2019_Preston_STD","2019_Preston_STD_6_5",1.83333333333333,2.19553415500014,0
715,546,6,5,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_6","2019_Preston_V1_5","2019_Preston_V1","2019_Preston_V1_6_5",2.34444444444444,2.08651828334684,0
715,546,6,5,1,0,715,2019,"Preston","NorLin","V2",1,"2019_Preston_NorLin","2019_Preston_V2_6","2019_Preston_V2_5","2019_Preston_V2","2019_Preston_V2_6_5",1.98888888888889,1.57436633739184,0
715,546,6,5,1,0,715,2019,"Preston","NorLin","V3",1,"2019_Preston_NorLin","2019_Preston_V3_6","2019_Preston_V3_5","2019_Preston_V3","2019_Preston_V3_6_5",1.9,1.67048175267318,0
715,546,6,5,1,0,715,2019,"Preston","NorLin","W1",2,"2019_Preston_NorLin","2019_Preston_W1_6","2019_Preston_W1_5","2019_Preston_W1","2019_Preston_W1_6_5",2.31111111111111,1.90727678233915,0
715,546,6,5,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_6","2019_Preston_W2_5","2019_Preston_W2","2019_Preston_W2_6_5",4.21111111111111,3.89440277155794,0
715,546,6,5,1,0,715,2019,"Preston","NorLin","W3",1,"2019_Preston_NorLin","2019_Preston_W3_6","2019_Preston_W3_5","2019_Preston_W3","2019_Preston_W3_6_5",1.9,1.26465702036442,0
715,555,6,6,1,0,715,2019,"Preston","NorLin","STD",1,"2019_Preston_NorLin","2019_Preston_STD_6","2019_Preston_STD_6","2019_Preston_STD","2019_Preston_STD_6_6",1.63333333333333,1.45819197514959,0
715,555,6,6,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_6","2019_Preston_V1_6","2019_Preston_V1","2019_Preston_V1_6_6",2.54444444444444,2.08651828334684,0
715,555,6,6,1,0,715,2019,"Preston","NorLin","V2",1,"2019_Preston_NorLin","2019_Preston_V2_6","2019_Preston_V2_6","2019_Preston_V2","2019_Preston_V2_6_6",2.18888888888889,1.57436633739184,0
715,555,6,6,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_6","2019_Preston_V3_6","2019_Preston_V3","2019_Preston_V3_6_6",2.6,2.15028039284054,0
715,555,6,6,1,0,715,2019,"Preston","NorLin","W1",0,"2019_Preston_NorLin","2019_Preston_W1_6","2019_Preston_W1_6","2019_Preston_W1","2019_Preston_W1_6_6",0,0,0
715,555,6,6,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_6","2019_Preston_W2_6","2019_Preston_W2","2019_Preston_W2_6_6",4.21111111111111,3.89440277155794,0
715,555,6,6,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_6","2019_Preston_W3_6","2019_Preston_W3","2019_Preston_W3_6_6",2.6,2.03113612004287,0
715,564,6,7,1,0,715,2019,"Preston","NorLin","STD",3,"2019_Preston_NorLin","2019_Preston_STD_6","2019_Preston_STD_7","2019_Preston_STD","2019_Preston_STD_6_7",3.23333333333333,2.9328763348507,0
715,564,6,7,1,0,715,2019,"Preston","NorLin","V1",2,"2019_Preston_NorLin","2019_Preston_V1_6","2019_Preston_V1_7","2019_Preston_V1","2019_Preston_V1_6_7",2.24444444444444,2.08651828334684,0
715,564,6,7,1,0,715,2019,"Preston","NorLin","V2",2,"2019_Preston_NorLin","2019_Preston_V2_6","2019_Preston_V2_7","2019_Preston_V2","2019_Preston_V2_6_7",2.58888888888889,2.18859790183016,0
715,564,6,7,1,0,715,2019,"Preston","NorLin","V3",2,"2019_Preston_NorLin","2019_Preston_V3_6","2019_Preston_V3_7","2019_Preston_V3","2019_Preston_V3_6_7",2.4,2.15028039284054,0
715,564,6,7,1,0,715,2019,"Preston","NorLin","W1",4,"2019_Preston_NorLin","2019_Preston_W1_6","2019_Preston_W1_7","2019_Preston_W1","2019_Preston_W1_6_7",4.11111111111111,3.46806154078778,0
715,564,6,7,1,0,715,2019,"Preston","NorLin","W2",4,"2019_Preston_NorLin","2019_Preston_W2_6","2019_Preston_W2_7","2019_Preston_W2","2019_Preston_W2_6_7",4.11111111111111,3.89440277155794,0
715,564,6,7,1,0,715,2019,"Preston","NorLin","W3",2,"2019_Preston_NorLin","2019_Preston_W3_6","2019_Preston_W3_7","2019_Preston_W3","2019_Preston_W3_6_7",2,2.03113612004287,0
717,566,6,7,0,2,717,2019,"Preston","Novelty","STD",5,"2019_Preston_Novelty","2019_Preston_STD_6","2019_Preston_STD_7","2019_Preston_STD","2019_Preston_STD_6_7",5.23333333333333,4.9328763348507,0
717,566,6,7,0,2,717,2019,"Preston","Novelty","V1",5,"2019_Preston_Novelty","2019_Preston_V1_6","2019_Preston_V1_7","2019_Preston_V1","2019_Preston_V1_6_7",5.24444444444444,5.08651828334684,0
717,566,6,7,0,2,717,2019,"Preston","Novelty","V2",3,"2019_Preston_Novelty","2019_Preston_V2_6","2019_Preston_V2_7","2019_Preston_V2","2019_Preston_V2_6_7",3.58888888888889,3.18859790183016,0
717,566,6,7,0,2,717,2019,"Preston","Novelty","V3",3,"2019_Preston_Novelty","2019_Preston_V3_6","2019_Preston_V3_7","2019_Preston_V3","2019_Preston_V3_6_7",3.4,3.15028039284054,0
717,566,6,7,0,2,717,2019,"Preston","Novelty","W1",5,"2019_Preston_Novelty","2019_Preston_W1_6","2019_Preston_W1_7","2019_Preston_W1","2019_Preston_W1_6_7",5.11111111111111,4.46806154078778,0
717,566,6,7,0,2,717,2019,"Preston","Novelty","W2",4,"2019_Preston_Novelty","2019_Preston_W2_6","2019_Preston_W2_7","2019_Preston_W2","2019_Preston_W2_6_7",4.11111111111111,3.89440277155794,0
717,566,6,7,0,2,717,2019,"Preston","Novelty","W3",2,"2019_Preston_Novelty","2019_Preston_W3_6","2019_Preston_W3_7","2019_Preston_W3","2019_Preston_W3_6_7",2,2.03113612004287,0
716,567,6,7,0,1,716,2019,"Preston","Flanders","STD",4,"2019_Preston_Flanders","2019_Preston_STD_6","2019_Preston_STD_7","2019_Preston_STD","2019_Preston_STD_6_7",4.23333333333333,3.9328763348507,0
716,567,6,7,0,1,716,2019,"Preston","Flanders","V1",4,"2019_Preston_Flanders","2019_Preston_V1_6","2019_Preston_V1_7","2019_Preston_V1","2019_Preston_V1_6_7",4.24444444444444,4.08651828334684,0
716,567,6,7,0,1,716,2019,"Preston","Flanders","V2",3,"2019_Preston_Flanders","2019_Preston_V2_6","2019_Preston_V2_7","2019_Preston_V2","2019_Preston_V2_6_7",3.58888888888889,3.18859790183016,0
716,567,6,7,0,1,716,2019,"Preston","Flanders","V3",3,"2019_Preston_Flanders","2019_Preston_V3_6","2019_Preston_V3_7","2019_Preston_V3","2019_Preston_V3_6_7",3.4,3.15028039284054,0
716,567,6,7,0,1,716,2019,"Preston","Flanders","W1",0,"2019_Preston_Flanders","2019_Preston_W1_6","2019_Preston_W1_7","2019_Preston_W1","2019_Preston_W1_6_7",0,0,0
716,567,6,7,0,1,716,2019,"Preston","Flanders","W2",1,"2019_Preston_Flanders","2019_Preston_W2_6","2019_Preston_W2_7","2019_Preston_W2","2019_Preston_W2_6_7",1.11111111111111,0.894402771557944,0
716,567,6,7,0,1,716,2019,"Preston","Flanders","W3",3,"2019_Preston_Flanders","2019_Preston_W3_6","2019_Preston_W3_7","2019_Preston_W3","2019_Preston_W3_6_7",3,3.03113612004287,0
715,573,6,8,1,0,715,2019,"Preston","NorLin","STD",2,"2019_Preston_NorLin","2019_Preston_STD_6","2019_Preston_STD_8","2019_Preston_STD","2019_Preston_STD_6_8",2.43333333333333,2.19553415500014,0
